[18Oct2023 19:10:45.814] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, MOD_DEV, --assetIndex, 1.19, --assetsDir, C:\Users\alexs\.gradle\caches\forge_gradle\assets, --gameDir, ., --fml.forgeVersion, 43.2.3, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[18Oct2023 19:10:45.818] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.6 by Oracle Corporation; OS Windows 10 arch amd64 version 10.0
[18Oct2023 19:10:45.976] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/alexs/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%23126!/ Service=ModLauncher Env=CLIENT
[18Oct2023 19:10:46.315] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\alexs\.gradle\caches\modules-2\files-2.1\net.minecraftforge\javafmllanguage\1.19.2-43.2.3\45687785dd2c4c0a44768b7d49d78a7d0d95a074\javafmllanguage-1.19.2-43.2.3.jar is missing mods.toml file
[18Oct2023 19:10:46.320] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\alexs\.gradle\caches\modules-2\files-2.1\net.minecraftforge\lowcodelanguage\1.19.2-43.2.3\a277cdb1c183feb61bfc17268fa67689c1c111dc\lowcodelanguage-1.19.2-43.2.3.jar is missing mods.toml file
[18Oct2023 19:10:46.324] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\alexs\.gradle\caches\modules-2\files-2.1\net.minecraftforge\mclanguage\1.19.2-43.2.3\4397f2bd6f775ca187878e0ae5917fed0436e0d9\mclanguage-1.19.2-43.2.3.jar is missing mods.toml file
[18Oct2023 19:10:46.329] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\alexs\.gradle\caches\modules-2\files-2.1\net.minecraftforge\fmlcore\1.19.2-43.2.3\afe360ce5e3041882fcd8bbf1550fa822619a7b8\fmlcore-1.19.2-43.2.3.jar is missing mods.toml file
[18Oct2023 19:10:46.484] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[18Oct2023 19:10:48.562] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[18Oct2023 19:10:48.572] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, C:\Users\alexs\.gradle\caches\forge_gradle\assets, --assetIndex, 1.19]
[18Oct2023 19:10:49.079] [main/INFO] [mixin/]: Remapping refMap flywheel.refmap.json using C:\GitRepos\CreateInteriorsMod-1.19.2/build/createSrgToMcp/output.srg
[18Oct2023 19:10:49.082] [main/INFO] [mixin/]: Remapping refMap create.refmap.json using C:\GitRepos\CreateInteriorsMod-1.19.2/build/createSrgToMcp/output.srg
[18Oct2023 19:10:49.332] [main/WARN] [mixin/]: Error loading class: me/jellysquid/mods/sodium/client/render/chunk/data/ChunkRenderData$Builder (java.lang.ClassNotFoundException: me.jellysquid.mods.sodium.client.render.chunk.data.ChunkRenderData$Builder)
[18Oct2023 19:10:49.334] [main/WARN] [mixin/]: @Mixin target me.jellysquid.mods.sodium.client.render.chunk.data.ChunkRenderData$Builder was not found flywheel.mixins.json:instancemanage.SodiumChunkRenderDataMixin
[18Oct2023 19:10:54.212] [pool-3-thread-1/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[18Oct2023 19:10:56.435] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/alexs/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.19.2-43.2.3_mapped_parchment_2022.08.14-1.19.2/forge-1.19.2-43.2.3_mapped_parchment_2022.08.14-1.19.2-recomp.jar%23188!/assets/.mcassetsroot' uses unexpected schema
[18Oct2023 19:10:56.436] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/alexs/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.19.2-43.2.3_mapped_parchment_2022.08.14-1.19.2/forge-1.19.2-43.2.3_mapped_parchment_2022.08.14-1.19.2-recomp.jar%23188!/data/.mcassetsroot' uses unexpected schema
[18Oct2023 19:10:56.454] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[18Oct2023 19:10:56.461] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[18Oct2023 19:10:56.667] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.1 build 7
[18Oct2023 19:10:57.324] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.2.3, for MC 1.19.2 with MCP 20220805.130853
[18Oct2023 19:10:57.324] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.2.3 Initialized
[18Oct2023 19:10:57.329] [modloading-worker-0/INFO] [com.jozufozu.flywheel.backend.Backend/]: No shaders mod detected.
[18Oct2023 19:11:03.079] [Render thread/INFO] [net.minecraftforge.gametest.ForgeGameTestHooks/]: Enabled Gametest Namespaces: [interiors]
[18Oct2023 19:11:03.680] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: Default, Mod Resources
[18Oct2023 19:11:04.429] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[18Oct2023 19:11:05.005] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 43.2.3 Target: 43.3.0
[18Oct2023 19:11:05.005] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Starting version check at https://api.modrinth.com/updates/flywheel/forge_updates.json
[18Oct2023 19:11:05.288] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Found status: AHEAD Current: 0.6.9-18 Target: null
[18Oct2023 19:11:09.713] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to load model: 'interiors:block/chair/yelfloor_chair' referenced from: interiors:yellow_chair#armrests=none,facing=north,waterlogged=true: java.io.FileNotFoundException: interiors:models/block/chair/yelfloor_chair.json
[18Oct2023 19:11:09.713] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to load model: 'interiors:block/chair/yelfloor_chair_both' referenced from: interiors:yellow_chair#armrests=none,facing=north,waterlogged=true: java.io.FileNotFoundException: interiors:models/block/chair/yelfloor_chair_both.json
[18Oct2023 19:11:09.714] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to load model: 'interiors:block/chair/yelfloor_chair_left' referenced from: interiors:yellow_chair#armrests=none,facing=north,waterlogged=true: java.io.FileNotFoundException: interiors:models/block/chair/yelfloor_chair_left.json
[18Oct2023 19:11:09.714] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to load model: 'interiors:block/chair/yelfloor_chair_right' referenced from: interiors:yellow_chair#armrests=none,facing=north,waterlogged=true: java.io.FileNotFoundException: interiors:models/block/chair/yelfloor_chair_right.json
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/floor_chair/brown_chair
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/brown_chair_both
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/kelp_floor_chair_right
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/red_chair
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/purple_chair
[18Oct2023 19:11:15.470] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/pink_chair_left
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/kelp_chair
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/floor_chair/light_blue_chair_left
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:item/magenta_chair
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/black_chair_both
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/floor_chair/light_gray_chair_right
[18Oct2023 19:11:15.472] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/blue_chair_both
[18Oct2023 19:11:15.473] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/light_gray_chair
[18Oct2023 19:11:15.473] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/floor_chair/red_chair
[18Oct2023 19:11:15.473] [Worker-Main-6/WARN] [net.minecraft.client.resources.model.ModelBakery/]: Unable to resolve texture reference: #missing in interiors:block/chair/cyan_chair_both
